NOME,PONTUACAO,COMENTARIO,LOCAL,TIPO,TEMPO_ESPERA,BUSCA_ID,tempo_min_minutos,tempo_max_minutos,tempo_min,tempo_max,latitude,longitude,Bairro,bairro
doceteria Maria Bonita,,,"R. Barão do Rio Branco, 1958 - José Bonifacio, Fortaleza - CE, 60025-062",,,delivery de comida,,,,,-3.7353222,-38.5314089,José Bonifacio,
Iphome_estacio,,,"Av. Duque de Caxias, 101 - Centro, Fortaleza - CE, 60035-111",Restaurante,,delivery de comida,,,,,-3.7338169,-38.5252348,Centro,
Padoca Café Centro,5.0,Um comentário,"R. Major Facundo, 981 E - Centro, Fortaleza - CE, 60025-100",Lanchonete,,delivery de comida,,,,,-3.7282993,-38.5280698,Centro,
Água e Gelada AM,5.0,Um comentário,"R. Rodrigues Júnior, 535 - Centro, Fortaleza - CE, 60050-180",Fornecedor de água engarrafada,,delivery de comida,,,,,-3.7296321,-38.5199778,Centro,
PlastMax Embalagens,4.8,41 comentários,"Loja de Embalagens Descartáveis Embalagens Descartáveis para Alimentos Embalagens Descartáveis Produtos Descartáveis com Melhor Preço - R. Gen. Clarindo de Queiroz, 1606 - Centro, Fortaleza - CE, 60035-131",Empresa de embalagens,,delivery de comida,,,,,,,Centro,
Casa do Alfajor,,,"R. Dragão do Mar, 10 - Centro, Fortaleza - CE, 60060-390",Restaurante,,delivery de comida,,,,,-3.7220094,-38.5208686,Centro,
Jambalera confeitaria vegana,,,"Av. Domingos Olímpio, 391 - José Bonifacio, Fortaleza - CE, 60040-081",Confeitaria,,delivery de comida,,,,,,,José Bonifacio,
Damião do Guaraná,4.7,361 comentários,"R. da Assunção, 81 - Centro, Fortaleza - CE, 60050-010",$,20 min,delivery de comida,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7309141,-38.5272404,Centro,
Matsurya,,,"R. Frederico Borges, 280 - Meireles, Fortaleza - CE, 60175-040",Restaurante japonês,,delivery de comida,,,,,,,Meireles,
Cozinha Boa Restaurante e Lanchonete,,,"R. Dep. Matoso Filho, 1318 - Antônio Bezerra, Fortaleza - CE, 60351-360",,,delivery de comida,,,,,,,Antônio Bezerra,
La Mandolina Cozinha Experimental,3.7,3 comentários,"Condomínio do Edifício Cearense - R. Barão de Aratanha, 186 - loja 1 - Centro, Fortaleza - CE, 60050-070",Curso de Culinária,,delivery de comida,,,,,,,Centro,
Rose's Cafeteria & Restaurante,4.8,19 comentários,"R. Pedro Borges, 33 - Loja 01 - Centro, Fortaleza - CE, 60055-120",Cafeteria,25 min a 1 h,delivery de comida,25.0,25.0,0 days 00:25:00,0 days 00:25:00,,,Centro,
IMPERIO DO BOLO,4.6,7 comentários,"R. Edgar Borges, 74 - Centro, Fortaleza - CE, 60050-000",Doceria,,delivery de comida,,,,,-3.7295557,-38.527176,Centro,
Mercado dos Peixes (Centro),4.2,17 comentários,"Rua General Bezerril, 630-698 - Centro, Fortaleza - CE, 60135-050",Restaurante,,delivery de comida,,,,,-3.7273446,-38.5266226,Centro,
Vínise,4.9,11 comentários,"R. Marcelino Lopes, 4200 - Lagoa Sapiranga (Coité), Fortaleza - CE, 60833-075",Loja de bebidas alcoólicas,,delivery de comida,,,,,,,Lagoa Sapiranga,
Espaço Herbalife EVS JG Vida Saudável,4.7,3 comentários,"Condomínio Edif Palácio Progresso - R. Pedro Borges, 33 - Sala 805 - Centro, Fortaleza - CE, 60055-110",Restaurante,,delivery de comida,,,,,,,Centro,
Padaria Romana (Centro),4.2,865 comentários,"Av. Duque de Caxias, 137 - Centro, Fortaleza - CE, 60035-110",$$,15 min,delivery de comida,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7332593,-38.5259202,Centro,
Consultoria Íntima Sex shop e Consultoria Sexual em Fortaleza somente delivery,5.0,7 comentários,"Av. Nila Gomes de Soárez - Cidade 2000, Fortaleza - CE, 60190-630",Sex Shop,,delivery de comida,,,,,-3.7527636,-38.4685099,Cidade 2000,
Ds Festas,3.1,50 comentários,"R. Barão do Rio Branco, 2035 - Centro, Fortaleza - CE, 60025-062",Confeitaria,,delivery de comida,,,,,-3.7361214,-38.5311203,Centro,
Verdelima Restaurante,4.5,477 comentários,"R. Joaquim Nabuco, 1283 - Aldeota, Fortaleza - CE, 60125-055",$$,25 min a 1 h,delivery de comida,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.736604,-38.5015797,Aldeota,
Liv Up - Fortaleza,5.0,5 comentários,"Rua Afonso Celso, 300 - Aldeota, Fortaleza - CE, 60140-190",Delivery,,delivery de comida,,,,,-3.7363774,-38.5089924,Aldeota,
Refeicões da Hora,,,"R. Rodrigues Júnior, 935 - Centro, Fortaleza - CE, 60060-001",,,delivery de comida,,,,,-3.7331529,-38.5211096,Centro,
Talher Eventos & Ocasiões por Silvia Gonçalves,,,"R. José Romero de Barros, 31 - Centro, Fortaleza - CE, 60055-161",,,delivery de comida,,,,,,,Centro,
Restaurante Comida Cazeira,,,"Av. Pintor Antônio Bandeira, 97 - Cais do Porto, Fortaleza - CE, 60180-476",,,delivery de comida,,,,,-3.717752,-38.4670871,Cais Do Porto,
Do seu jeito,,,"Av. Dom Luís, 798 - Meireles, Fortaleza - CE, 60160-230",,,delivery de comida,,,,,,,Meireles,
Indie Bistrô & Arte,,,"R. Marcondes Pereira, 43 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060",$$,,delivery de comida,,,,,-3.746249,-38.5160525,Joaquim Távora,Joaquim Távora
Complexo Crocobeach,4.6,32.492 comentários,"Av. Clóvis Arrais Maia, 3125 - Praia Do Futuro, Fortaleza - CE, 60182-324",$$,,drive thru,,,,,,,Praia Do Futuro,
"Drive-Thru Clementino Fraga Patologia Clínica Central | Laboratório, Análises Clínicas, Exames de sangue.",2.3,3 comentários,"R. Carlos Vasconcelos, 927 - Meireles, Fortaleza - CE, 60115-170","Laboratório médico em Fortaleza, Ceará",,drive thru,,,,,-3.7260041,-38.5085349,Meireles,
McDonald's,,,"Av. Santos Dumont, 6060 - Cocó, Fortaleza - CE, 60192-022",$$,20 min,drive thru,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7431,-38.4783055,Cocó,
McDonald's,,,"Av. Santos Dumont, 1710 - Aldeota, Fortaleza - CE, 60150-160",$$,25 min,drive thru,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.733089,-38.5088078,Aldeota,
"Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE",4.6,615 comentários,"R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081",$$$,"25 min a 1,5 h",drive thru,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7302632,-38.5112711,Aldeota,
McDonald's,,,"Av. Dom Luís, 1200 - Loja 01 - Aldeota, Fortaleza - CE, 60160-230",$$,15 min,drive thru,15.0,15.0,0 days 00:15:00,0 days 00:15:00,,,Aldeota,
RioMar Kennedy,4.6,35.792 comentários,"Av. Sgt. Hermínio Sampaio, 3100 - Pres. Kennedy, Fortaleza - CE, 60355-512",Shopping center,,drive thru,,,,,,,Pres. Kennedy,
"Habib's Aldeota: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",,,"Av. da Abolição, 1780 - Meireles, Fortaleza - CE, 60165-080",$$,20 min a 1 h,drive thru,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.725197,-38.5032795,Meireles,
Dunada Burger,5.0,21 comentários,"M dias branco - R. dos Cajueiros, 1421 - Fortaleza, CE, 60190-620",Hamburgueria,,drive thru,,,,,,,620,
"Habib's Treze de Maio: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",,,"Av. Treze de Maio, 1746 - Fátima, Fortaleza - CE, 60040-531",$$,15 min a 1 h,drive thru,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7456133,-38.5333604,Fátima,
McDonald's,,,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",$$,,drive thru,,,,,,,Papicu,
Iracemado Lanches,5.0,2 comentários,"R. dos Cajueiros, 1593 - Cidade 2000, Fortaleza - CE, 60190-620",Restaurante fast-food,,drive thru,,,,,,,Cidade 2000,
The Waffle King Fortaleza,4.5,101 comentários,"R. Dr. Gilberto Studart, 155 - Loja 09 - Cocó, Fortaleza - CE, 60192-105",Restaurante fast-food,10 min,drive thru,10.0,10.0,0 days 00:10:00,0 days 00:10:00,,,Cocó,
El Ranchero Hamburgueria,4.4,31 comentários,"R. João Cordeiro, 201 - Praia de Iracema, Fortaleza - CE, 60110-355",Hamburgueria,30 min a 1 h,drive thru,30.0,30.0,0 days 00:30:00,0 days 00:30:00,,,Praia De Iracema,
Point do Lanche,5.0,23 comentários,"R. Sen. Pompeu, 1539 - Centro, Fortaleza - CE, 60025-000",$,,drive thru,,,,,,,Centro,
Júnior da Picanha,4.4,2.045 comentários,"Av. Nilo Gomes de Soares, 201 - Cidade 2000, Fortaleza - CE, 60190-630",$$,"1-2,5 horas",drive thru,,,,,,,Cidade 2000,
Mr. Fruit Açaí Fortaleza,5.0,2 comentários,"R. Barão do Rio Branco, 927 - Centro, Fortaleza - CE, 60025-060",Loja de açaí,,drive thru,,,,,-3.7265359,-38.5280513,Centro,
Sorvete da Reserva,4.8,192 comentários,"Rua Torres Câmara, 100 - loja 03 - Aldeota, Fortaleza - CE, 60150-060",Sorveteria,,drive thru,,,,,,,Aldeota,
"Farmácia Dose Certa Água Fria: Delivery, Medicamento, Vitaminas, Fortaleza CE",3.0,46 comentários,"Av. Washington Soares, 1500 - Água Fria, Fortaleza - CE, 60811-341","Empresa farmacêutica em Fortaleza, Ceará",,drive thru,,,,,,,Água Fria,
"Two Brothers Cocó: Pizza, Massas, Calzones, Pizzaria, Delivery, Fortaleza CE",3.3,40 comentários,"R. Batista de Oliveira, 1071 - Cocó, Fortaleza - CE, 60192-340",Pizzaria,,drive thru,,,,,-3.7470324,-38.4825037,Cocó,
Skyna by Brend Burguer,,,"Rua Jaime Benévolo № 107 - Centro, Fortaleza - CE, 60050-080",,"30 min a 1,5 h",drive thru,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7354462,-38.5264714,Centro,
Complexo Crocobeach,4.6,32.492 comentários,"Av. Clóvis Arrais Maia, 3125 - Praia Do Futuro, Fortaleza - CE, 60182-324",$$,,drive thru,,,,,-3.734037,-38.4554623,Praia Do Futuro,
Burger King,4.4,302 comentários,"R. Carapinima, 2200 - Loja: 229/230;, 2200 - Benfica, Fortaleza - CE, 60015-290",$$,,drive thru,,,,,,,Benfica,
BBQ5,4.5,312 comentários,"R. Bento Albuquerque - Cocó, Fortaleza - CE, 60192-055",Restaurante especializado em carnes,"30 min a 1,5 h",drive thru,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7455754,-38.4775735,Cocó,
Macarronada É Massa,3.8,14 comentários,"R. Gen. Sampaio, 1235 - Centro, Fortaleza - CE, 60020-030",Restaurante italiano,,drive thru,,,,,-3.7286501,-38.5312934,Centro,
Shopping RioMar Fortaleza,4.7,52.466 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055","Shopping center em Fortaleza, Ceará",45 min a 3 h,drive thru,45.0,45.0,0 days 00:45:00,0 days 00:45:00,,,Papicu,
Churrasquinho efata,,,"R. dos Cajueiros, 1357 - Cidade 2000, Fortaleza - CE, 60190-620",,,drive thru,,,,,-3.7515075,-38.468526,Cidade 2000,
Food Brazil,4.8,37 comentários,"R. Major Facundo, 833 - Centro, Fortaleza - CE, 60025-100",Restaurante,30 min a 1 h,drive thru,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7303479,-38.5285906,Centro,
Iguatemi Bosque,4.7,72.431 comentários,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341","Shopping center em Fortaleza, Ceará",45 min a 3 h,drive thru,45.0,45.0,0 days 00:45:00,0 days 00:45:00,,,Edson Queiroz,
Hanna's Restaurante | Self Service | Centro,4.4,1.332 comentários,"R. Major Facundo, 736 - Centro, Fortaleza - CE, 60025-100",$$,45 min,drive thru,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7294498,-38.5285236,Centro,
Donastela Massas e Recheios,3.7,3 comentários,"R. Major Facundo, 897 - Centro, Fortaleza - CE, 60025-100",Restaurante italiano,,drive thru,,,,,-3.7308965,-38.5287605,Centro,
Rose's Cafeteria & Restaurante,4.8,19 comentários,"R. Pedro Borges, 33 - Loja 01 - Centro, Fortaleza - CE, 60055-120",Cafeteria,25 min a 1 h,drive thru,25.0,25.0,0 days 00:25:00,0 days 00:25:00,,,Centro,
galeteria o chefão,4.1,41 comentários,"avenida central leste - Cidade 2000, Fortaleza - CE, 60190-611",Restaurante,30 min,drive thru,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7502462,-38.4713485,Cidade 2000,
"Frangolândia Supermercado Santos Dumont: Carnes, Frutas, Delivery em Fortaleza CE",4.3,2.713 comentários,"Av. Santos Dumont, 5916 - Papicu, Fortaleza - CE, 60191-156",Supermercado,15-45 min,drive thru,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7442613,-38.4733924,Papicu,
Point do Pesk Pag,4.6,5 comentários,"Av. Nila Gomes de Soárez, 403 - Cidade 2000, Fortaleza - CE, 60190-630",Restaurante,,drive thru,,,,,-3.7536064,-38.468875,Cidade 2000,
Delícias da Gê,5.0,3 comentários,"edifício palácio do sol - Rua Solon Pinheiro, 116 - sala 202 - Centro, Fortaleza - CE, 60050-040",Restaurante,,drive thru,,,,,,,Centro,
Brokado's Pizza,4.8,34 comentários,"Av. Nila Gomes de Soárez, 400 - Sala 8 - Cidade 2000, Fortaleza - CE, 60190-630",Pizzaria,,drive thru,,,,,,,Cidade 2000,
Emilio Ribas,2.7,14 comentários,"Shopping Iguatemi, 85 - Edson Queiroz, Fortaleza - CE, 60811-341","Laboratório médico em Fortaleza, Ceará",,drive thru,,,,,-3.7554302,-38.4887659,Edson Queiroz,
The Coffee,4.3,9 comentários,"Av. Dom Luís, 1200 - Meireles, Fortaleza - CE, 60160-230",Cafeteria,,drive thru,,,,,,,Meireles,
Delicious Pizzaria,4.6,44 comentários,"Alameda Das Miosótes, 405 - Cidade 2000, Fortaleza - CE, 60190-490",Delivery de Pizza,,drive thru,,,,,,,Cidade 2000,
Café de Oyá,5.0,3 comentários,"R. Manuelito Moreira, 96 - Benfica, Fortaleza - CE, 60025-210",Bar,,drive thru,,,,,-3.7347453,-38.5329547,Benfica,
Del Plata Pastas,4.9,128 comentários,"Rua Santa Maria, 2 - José Bonifacio, Fortaleza - CE, 60025-110",Restaurante,"1,5 horas",drive thru,,,,,,,José Bonifacio,
Brazinha Grill 2,4.3,154 comentários,"Rua General Bezerril, 590 - Centro, Fortaleza - CE, 60055-100",Restaurante,30 min,drive thru,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7286013,-38.5268984,Centro,
Complexo Crocobeach,4.6,32.492 comentários,"Av. Clóvis Arrais Maia, 3125 - Praia Do Futuro, Fortaleza - CE, 60182-324",$$,,drive thru,,,,,,,Praia Do Futuro,
Shopping Metrô,4.2,7.139 comentários,"Rua 24 de Maio - Centro, Fortaleza - CE","Shopping center em Fortaleza, Ceará",15-45 min,drive thru,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7330852,-38.5340039,Centro,
Secretaria da Saúde do Estado do Ceará,2.2,178 comentários,"Av. Almirante Barroso, 600 - Praia de Iracema, Fortaleza - CE, 60060-440","Departamento de saúde pública em Fortaleza, Ceará",,drive thru,,,,,-3.7212151,-38.5173372,Praia De Iracema,
Império dos salgados,,,"R. Sen. Pompeu, 1211 - Centro, Fortaleza - CE, 60025-000",,,drive thru,,,,,,,Centro,
Zoá Gastrobar,4.7,54 comentários,"R. Visc. de Mauá, 2217 - Dionísio Torres, Fortaleza - CE, 60125-161",Restaurante,45 min a 2 h,drive thru,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7485379,-38.5033944,Dionísio Torres,
Marmitaria tempero da Mary,3.7,6 comentários,"R. Manoel Marques, 232 - Manuel Dias Branco, Fortaleza - CE, 60191-675",Restaurante de comida caseira,,drive thru,,,,,,,Manuel Dias Branco,
baratoexpress.ce,5.0,Um comentário,"R. Floriano Peixoto, 773 - Centro, Fortaleza - CE, 60025-130","Loja de moda feminina em Fortaleza, Ceará",,drive thru,,,,,-3.7292047,-38.527463,Centro,
Marmitaria e churrasquinho Rosana,,,"Miguel calmont 526, Fortaleza - CE, 60821-200",,,drive thru,,,,,-3.728039,-38.4640734,Miguel Calmont 526,
Doceria da Thatha,5.0,5 comentários,"Rua Sousa Girão, 115 - José Bonifacio, Fortaleza - CE, 60055-370",Doceria,,drive thru,,,,,-3.7412677,-38.5250794,José Bonifacio,
LT vision,4.3,4.251 comentários,"R. Sen. Pompeu, 856 - Centro, Fortaleza - CE, 60025-000","Shopping center em Fortaleza, Ceará",15-45 min,drive thru,45.0,45.0,0 days 00:45:00,0 days 00:45:00,,,Centro,
"Uritu Cafés Especiais: Cafés, Utensílios, Empório, Centro, Fortaleza",4.9,51 comentários,"Rua Dona Leopoldina, 396 - Centro, Fortaleza - CE, 60110-000",Atacadista de café,10 min a 1 h,drive thru,10.0,10.0,0 days 00:10:00,0 days 00:10:00,-3.7286276,-38.5189539,Centro,
Mercadão Shopping,4.3,4.722 comentários,"Rua 24 de Maio, 411 - Centro, Fortaleza - CE, 60020-030","Shopping center em Fortaleza, Ceará",10-45 min,drive thru,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7253514,-38.531078,Centro,
Hospital Geral de Fortaleza (HGF),3.9,100 comentários,"R. Ávila Goularte, 900 - Papicu, Fortaleza - CE, 60150-160","Hospital geral em Fortaleza, Ceará",,drive thru,,,,,,,Papicu,
"Ban Ban Calçados RioMar: Sapatos Femininos, Masculinos, Infantil, Fortaleza CE",4.3,485 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065","Loja de calçado em Fortaleza, Ceará",15 min,drive thru,15.0,15.0,0 days 00:15:00,0 days 00:15:00,,,Papicu,
Extrafarma Duque de Caxias,4.0,34 comentários,"Av. Duque de Caxias, 808 - Centro, Fortaleza - CE, 60035-110","Farmácia em Fortaleza, Ceará",15 min,drive thru,15.0,15.0,0 days 00:15:00,0 days 00:15:00,,,Centro,
Jambalera confeitaria vegana,5.0,20 comentários,"Av. Domingos Olímpio, 391 - José Bonifacio, Fortaleza - CE, 60040-081",Confeitaria,,drive thru,,,,,-3.7359244,-38.5333366,José Bonifacio,
POLO WEAR,4.5,948 comentários,"Av. Washington Soares, 85 - Loja 621 - Edson Queiroz, Fortaleza - CE, 60811-341","Loja de roupa em Fortaleza, Ceará",15 min,drive thru,15.0,15.0,0 days 00:15:00,0 days 00:15:00,,,Edson Queiroz,
Tendicell,5.0,2 comentários,"Av. Duque de Caxias, 114 - Centro, Fortaleza - CE, 60035-110","Loja de celulares em Fortaleza, Ceará",,drive thru,,,,,-3.7330129,-38.5254587,Centro,
Galeria Frangão,,,"RESIDÊNCIA CIDADE - RUA 16 CID JD, QD 08 LT 06 12, AP 102 - JARDIM II, Fortaleza - CE, 60748-445",,,drive thru,,,,,,,Jardim Ii,
Loja Oficial Mormaii Shopping RioMar Fortaleza - CE,,,"Shopping Rio Mar - R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055",,,drive thru,,,,,,,Papicu,
Smart Games,4.9,1.565 comentários,"R. Sen. Pompeu, 1099 - Centro, Fortaleza - CE, 60025-000","Loja de videogame em Fortaleza, Ceará",10 min,drive thru,10.0,10.0,0 days 00:10:00,0 days 00:10:00,,,Centro,
Complexo Crocobeach,4.6,32.492 comentários,"Av. Clóvis Arrais Maia, 3125 - Praia Do Futuro, Fortaleza - CE, 60182-324",$$,,drive thru,,,,,-3.734037,-38.4554623,Praia Do Futuro,
Feijoada Brasil,4.2,10 comentários,"Av. das Adenanteras, 689a - Cidade 2000, Fortaleza - CE, 60190-560",Delivery,,drive thru,,,,,-3.7538912,-38.4722797,Cidade 2000,
"Iaçá: Açai, Distribuidora, Polpa, Açai do Pará, Açai Iaça, Belém, Fortaleza CE",5.0,8 comentários,"R. Sen. Alencar, 652 - Loja 2 - Centro, Fortaleza - CE, 60030-050",Delivery,,drive thru,,,,,,,Centro,
Vibe 085,4.6,172 comentários,"Rua Manuel Queirós, 511 - Cocó, Fortaleza - CE, 60192-220",$$,"1,5-4,5 horas",drive thru,,,,,-3.7490524,-38.4672143,Cocó,
Livraria e Papelaria Interativa,4.0,158 comentários,"R. Major Facundo, 874 - Centro, Fortaleza - CE, 60025-100","Livraria em Fortaleza, Ceará",,drive thru,,,,,-3.7305998,-38.5290192,Centro,
Centro de Eventos do Ceará,,,"Av. Washington Soares, 999 - Edson Queiroz, Fortaleza - CE","Local para eventos em Fortaleza, Ceará",,drive thru,,,,,-3.7645321,-38.4804211,Edson Queiroz,
Suits Instinto Br,4.7,67 comentários,"Av. Tristão Gonçalves, 765 - Centro, Fortaleza - CE, 60015-000","Loja de roupas para ocasiões formais em Fortaleza, Ceará",,drive thru,,,,,-3.7286033,-38.5333232,Centro,
Aroma e bombom doces e salgados,5.0,3 comentários,"Alameda dos Lírios, Quadra 21 - número 355 - Cidade 2000, Fortaleza - CE, 60190-530",Doceria,,drive thru,,,,,,,Cidade 2000,
Só Livros Fortaleza,4.6,192 comentários,"Rua 24 de Maio, 822 - loja 15 Shopping Center Maio Centro /whats (85) 98888 4000 / 10x no cartão, Fortaleza - CE, 60020-000","Sebo em Fortaleza, Ceará",20 min,drive thru,20.0,20.0,0 days 00:20:00,0 days 00:20:00,,,Loja 15 Shopping Center Maio Centro /Whats 98888 4000 / 10X No Cartão,
Classicline,5.0,12 comentários,"Av. Santos Dumont, 266 - Centro, Fortaleza - CE, 60150-160","Loja de DVDs em Fortaleza, Ceará",,drive thru,,,,,-3.7289849,-38.5210409,Centro,
New Fashion Flores,4.9,9 comentários,"R. Pedro Borges, 135 - Centro, Fortaleza - CE, 60055-110","Floricultura em Fortaleza, Ceará",,drive thru,,,,,-3.7285091,-38.5271132,Centro,
HICK CELL,4.4,14 comentários,"R. Guilherme Rocha, 166 - Centro, Fortaleza - CE, 60030-140","Loja de eletrônicos em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Sh82 Café,5.0,10 comentários,"R. Floriano Peixoto, 1375 B - Centro, Fortaleza - CE, 60025-130",Cafeteria,,drive thru,,,,,-3.7295909,-38.527872,Centro,
Tech Store - Assistência técnica em Smartphone e Tablets,4.2,60 comentários,"R. Major Facundo, 1011 - Centro, Fortaleza - CE, 60025-100","Loja de celulares em Fortaleza, Ceará",,drive thru,,,,,-3.7282993,-38.5280698,Centro,
Moncloa Tea Boutique,4.8,20 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",Loja de chás,,drive thru,,,,,,,Papicu,
Fortaleza Ceará,,,"Av. da Abolição - Meireles, Fortaleza - CE, 60125-160",,,drive thru,,,,,-3.7271774,-38.4961525,Meireles,
Carimbos Automático Carimbos MSD/Gráfica Rápida,4.8,32 comentários,"R. Barão do Rio Branco, 1224 - Centro, Fortaleza - CE, 60025-060","Loja de carimbos em Fortaleza, Ceará",,drive thru,,,,,-3.7289792,-38.5294059,Centro,
Ld Multimarcas,5.0,2 comentários,"R. Dr. Gilberto Studart, 2865 A - Manuel Dias Branco, Fortaleza - CE, 60191-365","Loja de moda masculina em Fortaleza, Ceará",,drive thru,,,,,,,Manuel Dias Branco,
Núcleotec,4.6,120 comentários,"Av. Domingos Olímpio, 591A - José Bonifacio, Fortaleza - CE, 60040-115","Assistência técnica em Fortaleza, Ceará",20 min a 1 h,drive thru,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7373572,-38.5291005,José Bonifacio,
IMPERIO DO BOLO,4.6,7 comentários,"R. Edgar Borges, 74 - Centro, Fortaleza - CE, 60050-000",Doceria,,drive thru,,,,,,,Centro,
Floricultura Cantinho das Flores,4.5,24 comentários,"R. Franklin Távora, 220 - Centro, Fortaleza - CE, 60150-110","Floricultura em Fortaleza, Ceará",,drive thru,,,,,-3.7299746,-38.5220657,Centro,
Complexo Crocobeach,4.6,32.492 comentários,"Av. Clóvis Arrais Maia, 3125 - Praia Do Futuro, Fortaleza - CE, 60182-324",$$,,drive thru,,,,,,,Praia Do Futuro,
Comercial de Estivas e Cereais Giovanna,4.6,7 comentários,"Rua Governador Sampaio, 92 - Centro, Fortaleza - CE, 60055-050",Limpeza,,drive thru,,,,,,,Centro,
Tabacaria Smoking Cash (Quiosque),5.0,5 comentários,"R. Sen. Pompeu, 1099 - Centro, Fortaleza - CE, 60020-000","Tabacaria em Fortaleza, Ceará",10 min,drive thru,10.0,10.0,0 days 00:10:00,0 days 00:10:00,,,Centro,
Sonhar buffet móvel,5.0,Um comentário,"R. Barão de Aratanha, 704 - José Bonifacio, Fortaleza - CE, 60050-071",Buffet de doces e sobremesas,,drive thru,,,,,-3.7389931,-38.5286246,José Bonifacio,
Azilado Em Games,4.4,414 comentários,"Corredor Principal Ao Lado Da VIVO - Av. Washington Soares, 85 - Loja 33B - Edson Queiroz, Fortaleza - CE, 60811-900","Loja de informática em Fortaleza, Ceará",,drive thru,,,,,,,Edson Queiroz,
CRC Pet,4.8,52 comentários,"Av. Duque de Caxias, 12 - Centro, Fortaleza - CE, 60035-110",Pet Shop,,drive thru,,,,,,,Centro,
Universo Nerd - Ce,,,"R. Gen. Sampaio, 1193 - Centro, Fortaleza - CE, 60020-030",,,drive thru,,,,,-3.729036,-38.5310985,Centro,
ORTOBOM CENTRO FORTALEZA,4.9,139 comentários,"R. Pedro Pereira, 267 - Centro, Fortaleza - CE, 60035-000","Loja de colchões em Fortaleza, Ceará",,drive thru,,,,,-3.730028,-38.5278784,Centro,
CRC Pet -Loja I,4.7,109 comentários,"R. Conde d'Eu, 521 - Centro, Fortaleza - CE, 60055-070","Pet shop em Fortaleza, Ceará",,drive thru,,,,,-3.7255285,-38.5252137,Centro,
Casa Veneza Calçados,4.0,5 comentários,"Rua Major Facundo, 630 com Liberato Barroso Rua Major Facundo, Praça do Ferreira, 604 - Centro, Fortaleza - CE, 60025-080","Loja de calçado em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Lojas Center Aço Fortaleza - Gondolas e Prateleiras,4.3,49 comentários,"Av. Dom Manuel, 1251 - Centro, Fortaleza - CE, 60060-091",Loja de prateleiras,,drive thru,,,,,,,Centro,
Vitrines Semi-jóias e Folheados,4.9,56 comentários,"Rua Barão do Rio Branco, 1071 Edifício Lobrás, 9º andar - Sala 914 - Centro, Fortaleza - CE, 60025-061","Joalheiro atacadista em Fortaleza, Ceará",,drive thru,,,,,,,Centro,
Rei Leão Outlet,,,"R. Sen. Pompeu, 856 - Loja 07 - Shopping Central, Fortaleza - CE, 60025-000",,,drive thru,,,,,,,Shopping Central,
Top1 suplementos,5.0,3 comentários,"R. Barão do Rio Branco, 1620 - Centro, Fortaleza - CE, 60025-060","Loja de vitaminas e suplementos em Fortaleza, Ceará",,drive thru,,,,,-3.7323907,-38.5304499,Centro,
"Ban Ban Calçados Major Facundo: Sapatos Femininos, Masculinos, Infantil, Fortaleza CE",4.5,29 comentários,"R. Major Facundo, 484 - Centro, Fortaleza - CE, 60055-100","Loja de calçado em Fortaleza, Ceará",,drive thru,,,,,-3.7272213,-38.5279396,Centro,
Vivaz Br,3.2,9 comentários,"Alameda Maria Doralice, 80 - Cidade 2000, Fortaleza - CE, 60190-170","Loja de roupas de praia em Fortaleza, Ceará",,drive thru,,,,,-3.7497624,-38.4707554,Cidade 2000,
